"treatment","Date","CO2cum","boleC","bolebranch","aboveC","CO2cum_se","boleC_se","bolebranch_se","aboveC_se"
"elevated-dry",2009-02-23,13754.32,4532,5896.48,6835.58,3338.905,755.873,1003.253,1051.115
"elevated-dry",2009-02-24,13848.06,4557.56,5930.13,6876.34,3353.141,758.971,1009.38,1057.844
"elevated-dry",2009-02-25,13933.86,4583.13,5963.79,6917.1,3363.581,762.07,1015.507,1064.576
"elevated-dry",2009-02-26,14022.65,4608.7,5997.45,6957.8,3374.324,765.17,1021.636,1071.403
"elevated-dry",2009-02-27,14135.65,4634.27,6031.1,6998.5,3388.275,768.272,1027.766,1078.233
"elevated-dry",2009-02-28,14220.91,4659.83,6064.76,7039.22,3401.95,771.374,1033.896,1085.067
"elevated-dry",2009-03-01,14310.8,4685.4,6098.42,7079.94,3413.886,774.478,1040.027,1091.905
"elevated-dry",2009-03-02,14403.62,4710.97,6132.07,7120.67,3426.254,777.583,1046.159,1098.747
"elevated-dry",2009-03-03,14491.63,4736.53,6165.73,7161.41,3437.904,780.688,1052.292,1105.592
"elevated-dry",2009-03-04,14506.41,4762.1,6199.38,7202.16,3443.069,783.795,1058.426,1112.441
"elevated-dry",2009-03-05,14620.92,4787.67,6233.04,7242.92,3456.211,786.903,1064.56,1119.293
"elevated-dry",2009-03-06,14620.69,4813.23,6266.7,7283.69,3456.156,790.011,1070.695,1126.149
"elevated-dry",2009-03-07,NA,4838.8,6300.35,7324.46,NA,793.121,1076.831,1133.009
"elevated-dry",2009-03-08,NA,4864.37,6334.01,7365.25,NA,796.232,1082.967,1139.871
"elevated-dry",2009-03-09,NA,4889.93,6367.66,7406.04,NA,799.344,1089.105,1146.738
"elevated-dry",2009-03-10,NA,4915.5,6401.32,7446.84,NA,802.456,1095.243,1153.607
"elevated-dry",2009-03-11,NA,4941.07,6434.98,7487.65,NA,805.57,1101.381,1160.48
"elevated-dry",2009-03-12,NA,4966.63,6468.63,7528.47,NA,808.684,1107.521,1167.356
"elevated-dry",2009-03-13,NA,4992.2,6502.29,7569.3,NA,811.8,1113.661,1174.234
"elevated-dry",2009-03-14,NA,5017.77,6535.94,7610.13,NA,814.916,1119.801,1181.117
"elevated-dry",2009-03-15,NA,5043.34,6569.6,7650.98,NA,818.033,1125.942,1188.002
"elevated-dry",2009-03-16,NA,5068.9,6603.26,7691.83,NA,821.152,1132.084,1194.89
"elevated-wet",2008-04-15,33.73,0,0,0,6.829,0,0,0
"elevated-wet",2008-04-16,56.02,6.29,6.47,7.13,11.112,1.725,1.795,2.541
"elevated-wet",2008-04-17,71.82,12.59,12.94,14.27,14.535,3.449,3.59,5.084
"elevated-wet",2008-04-18,78.15,18.88,19.42,22,14.708,5.174,5.385,7.771
"elevated-wet",2008-04-19,108.53,25.18,25.89,29.74,20.154,6.899,7.179,10.465
"elevated-wet",2008-04-20,132.05,31.47,32.36,37.47,24.738,8.624,8.974,13.164
"elevated-wet",2008-04-21,147.8,37.76,38.83,45.22,28.632,10.348,10.769,15.865
"elevated-wet",2008-04-22,158.27,44.06,45.31,52.96,31.202,12.073,12.564,18.568
"elevated-wet",2008-04-23,177.54,50.35,51.78,63.42,35.784,13.798,14.359,19.183
"elevated-wet",2008-04-24,197.5,56.64,58.25,73.89,40.226,15.523,16.154,19.79
"elevated-wet",2008-04-25,216.68,62.94,64.72,84.37,43.771,17.247,17.948,20.39
"elevated-wet",2008-04-26,262.23,69.23,71.2,94.87,53.524,18.972,19.743,20.984
"elevated-wet",2008-04-27,301.92,75.53,77.67,105.39,62.362,20.697,21.538,21.57
"elevated-wet",2008-04-28,339.4,81.82,84.14,115.92,69.454,22.421,23.333,22.15
"elevated-wet",2008-04-29,380.48,88.11,90.61,126.47,78.14,24.146,25.128,22.723
"elevated-wet",2008-04-30,415.8,94.41,97.08,136.63,85.972,25.871,26.923,25.411
"elevated-wet",2008-05-01,426.29,100.7,103.56,146.81,89.958,27.596,28.717,28.117
"elevated-wet",2008-05-02,456.97,107,110.03,157.14,97.107,29.32,30.512,30.898
"elevated-wet",2008-05-03,491.15,113.29,116.5,167.48,104.558,31.045,32.307,33.687
"elevated-wet",2008-05-04,519.83,119.58,122.97,177.83,111.672,32.77,34.102,36.484
"elevated-wet",2008-05-05,543.65,125.88,129.45,188.19,117.357,34.495,35.897,39.287
"elevated-wet",2008-05-06,552.93,132.17,135.92,198.56,120.149,36.219,37.692,42.096
"elevated-wet",2008-05-07,584.4,138.46,142.39,206.35,126.489,37.944,39.487,43.616
"elevated-wet",2008-05-08,612.55,144.76,148.86,214.15,132.935,39.669,41.281,45.136
"elevated-wet",2008-05-09,638.79,151.05,155.34,221.94,139.132,41.393,43.076,46.657
"elevated-wet",2008-05-10,660.43,157.35,161.81,229.74,145.338,43.118,44.871,48.177
"elevated-wet",2008-05-11,667.53,163.64,168.28,237.54,148.453,44.843,46.666,49.698
"elevated-wet",2008-05-12,692.56,169.93,174.75,245.34,155.196,46.568,48.461,51.218
"elevated-wet",2008-05-13,718.55,176.23,181.23,253.14,161.968,48.292,50.256,52.739
"elevated-wet",2008-05-14,748.75,182.52,187.7,260.94,169.317,50.017,52.05,54.26
"elevated-wet",2008-05-15,778.85,188.82,194.17,268.75,177.08,51.742,53.845,55.78
"elevated-wet",2008-05-16,803.45,195.11,200.64,276.62,184.355,53.466,55.64,57.322
"elevated-wet",2008-05-17,827.88,201.4,207.11,284.49,190.25,55.191,57.435,58.863
"elevated-wet",2008-05-18,855.77,207.7,213.59,292.36,196.715,56.916,59.23,60.405
"elevated-wet",2008-05-19,881.34,213.99,220.06,300.24,203.338,58.641,61.025,61.946
"elevated-wet",2008-05-20,905.34,220.28,226.53,308.11,210.16,60.365,62.819,63.488
"elevated-wet",2008-05-21,922.85,226.58,233,314.49,214.655,62.09,64.614,64.958
"elevated-wet",2008-05-22,941.65,232.87,239.48,320.87,219.355,63.815,66.409,66.428
"elevated-wet",2008-05-23,965.19,239.17,245.95,327.25,224.613,65.54,68.204,67.898
"elevated-wet",2008-05-24,987.31,245.46,252.42,333.63,230.124,67.264,69.999,69.368
"elevated-wet",2008-05-25,1007.7,251.75,258.89,340.01,235.379,68.989,71.794,70.838
"elevated-wet",2008-05-26,1026.65,258.05,265.37,346.39,241.131,70.714,73.589,72.309
"elevated-wet",2008-05-27,1046.83,264.34,271.84,352.78,246.545,72.438,75.383,73.779
"elevated-wet",2008-05-28,1059.1,270.64,278.31,359.16,250.593,74.163,77.178,75.25
"elevated-wet",2008-05-29,1075.92,276.93,284.78,365.54,255.263,75.888,78.973,76.721
"elevated-wet",2008-05-30,1097.24,283.22,291.25,371.85,261.399,77.613,80.768,78.143
"elevated-wet",2008-05-31,1116.76,289.52,297.73,378.16,266.921,79.337,82.563,79.565
"elevated-wet",2008-06-01,1115.01,295.81,304.2,384.47,268.344,81.062,84.358,80.988
"elevated-wet",2008-06-02,1117.99,302.11,310.67,390.79,271.555,82.787,86.152,82.41
"elevated-wet",2008-06-03,1107.08,308.4,317.14,398.01,271.793,84.512,87.947,84.106
"elevated-wet",2008-06-04,1096.8,314.69,323.62,405.23,272.315,86.236,89.742,85.818
"elevated-wet",2008-06-05,1099.88,320.99,330.09,412.46,275.046,87.961,91.537,87.547
"elevated-wet",2008-06-06,1120.16,327.28,336.56,419.68,281.186,89.686,93.332,89.291
"elevated-wet",2008-06-07,1146.21,333.57,343.03,426.91,288.419,91.41,95.127,91.05
"elevated-wet",2008-06-08,1149.6,339.87,349.51,434.13,290.359,93.135,96.921,92.822
"elevated-wet",2008-06-09,1154.87,346.16,355.98,441.36,294.097,94.86,98.716,94.607
"elevated-wet",2008-06-10,1169.38,352.46,362.45,448.59,299.037,96.585,100.511,96.405
"elevated-wet",2008-06-11,1173.1,358.75,368.92,455.81,301.739,98.309,102.306,98.214
"elevated-wet",2008-06-12,1196.46,365.04,375.4,463.04,309.096,100.034,104.101,100.034
"elevated-wet",2008-06-13,1226.23,371.34,381.87,470.21,317.519,101.759,105.896,101.822
"elevated-wet",2008-06-14,1258.2,377.63,388.34,477.38,325.124,103.484,107.69,103.619
"elevated-wet",2008-06-15,1268.17,383.93,394.81,484.55,328.067,105.208,109.485,105.424
"elevated-wet",2008-06-16,1281.88,390.22,401.28,491.72,333.075,106.933,111.28,107.237
"elevated-wet",2008-06-17,1296.01,396.51,407.76,496.83,339.427,108.658,113.075,108.292
"elevated-wet",2008-06-18,1319.14,402.81,414.23,501.93,347.182,110.382,114.87,109.349
"elevated-wet",2008-06-19,1335.49,409.1,420.7,507.04,353.165,112.107,116.665,110.406
"elevated-wet",2008-06-20,1335.97,415.39,427.17,512.15,354.354,113.832,118.46,111.464
"elevated-wet",2008-06-21,1369.58,421.69,433.65,517.26,362.143,115.557,120.254,112.524
"elevated-wet",2008-06-22,1403.81,427.98,440.12,522.36,368.71,117.281,122.049,113.584
"elevated-wet",2008-06-23,1432.14,434.28,446.59,527.47,375.005,119.006,123.844,114.646
"elevated-wet",2008-06-24,1459.53,440.57,453.06,532.58,381.731,120.731,125.639,115.708
"elevated-wet",2008-06-25,1488.07,446.86,459.54,537.7,389.063,122.455,127.434,116.772
"elevated-wet",2008-06-26,1509.6,453.16,466.01,542.81,395.456,124.18,129.229,117.836
"elevated-wet",2008-06-27,1534.52,459.45,472.48,547.92,400.957,125.905,131.023,118.919
"elevated-wet",2008-06-28,1555.6,465.75,478.95,553.04,405.94,127.63,132.818,120.002
"elevated-wet",2008-06-29,1575.84,472.04,485.42,558.16,411.076,129.354,134.613,121.085
"elevated-wet",2008-06-30,1596.16,478.33,491.9,563.28,417.164,131.079,136.408,122.17
"elevated-wet",2008-07-01,1616.24,484.63,498.37,568.4,423.662,132.804,138.203,123.255
"elevated-wet",2008-07-02,1639.14,490.92,504.84,574.9,428.556,134.529,139.998,125.157
"elevated-wet",2008-07-03,1661.29,497.21,511.31,581.4,432.218,136.253,141.792,127.064
"elevated-wet",2008-07-04,1669.83,503.51,517.79,587.91,434.268,137.978,143.587,128.974
"elevated-wet",2008-07-05,1681.57,509.8,524.26,594.41,437.165,139.703,145.382,130.888
"elevated-wet",2008-07-06,1696.53,516.1,530.73,600.91,440.864,141.427,147.177,132.805
"elevated-wet",2008-07-07,1714.61,522.39,537.2,607.42,445.331,143.152,148.972,134.725
"elevated-wet",2008-07-08,1736.41,528.68,543.68,613.92,450.403,144.877,150.767,136.649
"elevated-wet",2008-07-09,1755.95,534.98,550.15,620.42,454.476,146.602,152.562,138.575
"elevated-wet",2008-07-10,1771.52,541.27,556.62,627.03,458.674,148.326,154.356,140.495
"elevated-wet",2008-07-11,1795.42,547.57,563.09,633.63,463.986,150.051,156.151,142.416
"elevated-wet",2008-07-12,1812.56,553.86,569.56,640.23,468.05,151.776,157.946,144.339
"elevated-wet",2008-07-13,1818.24,560.15,576.04,646.83,471.085,153.501,159.741,146.263
"elevated-wet",2008-07-14,1832.31,566.45,582.51,653.43,475.3,155.225,161.536,148.189
"elevated-wet",2008-07-15,1857.31,572.74,588.98,660.04,480.735,156.95,163.331,150.117
"elevated-wet",2008-07-16,1881.39,579.03,595.45,666.64,486.288,158.675,165.125,152.046
"elevated-wet",2008-07-17,1905.45,585.33,601.93,673.24,492.274,160.399,166.92,153.976
"elevated-wet",2008-07-18,1925.19,591.62,608.4,679.84,497.218,162.124,168.715,155.907
"elevated-wet",2008-07-19,1949.02,597.92,614.87,686.44,503.15,163.849,170.51,157.84
"elevated-wet",2008-07-20,1960.73,604.21,621.34,693.05,506.035,165.574,172.305,159.774
"elevated-wet",2008-07-21,1985.44,610.5,627.82,699.65,512.264,167.298,174.1,161.709
"elevated-wet",2008-07-22,2008.94,616.8,634.29,706.25,517.378,169.023,175.894,163.645
"elevated-wet",2008-07-23,2028.4,623.09,640.76,712.86,521.994,170.748,177.689,165.582
"elevated-wet",2008-07-24,2033.86,629.39,647.23,719.57,524.244,172.473,179.484,167.646
"elevated-wet",2008-07-25,2046.07,635.68,653.71,726.29,527.971,174.197,181.279,169.711
"elevated-wet",2008-07-26,2068.16,641.97,660.18,733,532.176,175.922,183.074,171.777
"elevated-wet",2008-07-27,2082.44,648.27,666.65,739.72,535.611,177.647,184.869,173.845
"elevated-wet",2008-07-28,2093.36,654.56,673.12,746.43,538.597,179.371,186.664,175.914
"elevated-wet",2008-07-29,2111.79,660.85,679.59,753.15,543.234,181.096,188.458,177.985
"elevated-wet",2008-07-30,2137.9,667.15,686.07,760.45,548.747,182.821,190.253,179.621
"elevated-wet",2008-07-31,2161.71,673.44,692.54,767.75,555.021,184.546,192.048,181.264
"elevated-wet",2008-08-01,2180.28,679.74,699.01,775.06,560.814,186.27,193.843,182.913
"elevated-wet",2008-08-02,2207.9,686.03,705.48,782.36,567.751,187.995,195.638,184.568
"elevated-wet",2008-08-03,2238.11,692.32,711.96,789.67,574.407,189.72,197.433,186.229
"elevated-wet",2008-08-04,2258.11,698.62,718.43,796.98,580.16,191.444,199.227,187.895
"elevated-wet",2008-08-05,2280.09,704.91,724.9,804.29,585.343,193.169,201.022,189.567
"elevated-wet",2008-08-06,2298.54,711.21,731.37,811.6,589.405,194.894,202.817,191.243
"elevated-wet",2008-08-07,2319.22,717.5,737.85,818.64,593.38,196.619,204.612,192.77
"elevated-wet",2008-08-08,2343.21,723.79,744.32,825.68,599.544,198.343,206.407,194.301
"elevated-wet",2008-08-09,2375.04,730.09,750.79,832.72,606.406,200.068,208.202,195.837
"elevated-wet",2008-08-10,2399.05,736.38,757.26,839.76,612.595,201.793,209.996,197.376
"elevated-wet",2008-08-11,2430.6,742.68,763.73,846.81,619.147,203.518,211.791,198.919
"elevated-wet",2008-08-12,2462.81,748.97,770.21,853.86,625.564,205.242,213.586,200.466
"elevated-wet",2008-08-13,2493.59,755.26,776.68,860.9,633.058,206.967,215.381,202.017
"elevated-wet",2008-08-14,2526.65,761.56,783.15,867.95,639.964,208.692,217.176,203.571
"elevated-wet",2008-08-15,2560.23,767.85,789.62,875,647.42,210.416,218.971,205.129
"elevated-wet",2008-08-16,2593.13,774.14,796.1,882.05,655.678,212.141,220.766,206.691
"elevated-wet",2008-08-17,2627.29,780.44,802.57,889.1,662.345,213.866,222.56,208.256
"elevated-wet",2008-08-18,2702.16,786.73,809.04,896.15,678.279,215.591,224.355,209.824
"elevated-wet",2008-08-19,2744.45,793.03,815.51,903.21,687.14,217.315,226.15,211.395
"elevated-wet",2008-08-20,2772.05,799.32,821.99,910.26,694.769,219.04,227.945,212.97
"elevated-wet",2008-08-21,2794.39,805.61,828.46,916.18,701.682,220.765,229.74,214.852
"elevated-wet",2008-08-22,2800.78,811.91,834.93,922.1,703.752,222.49,231.535,216.734
"elevated-wet",2008-08-23,2825.81,818.2,841.4,928.02,709.655,224.214,233.329,218.616
"elevated-wet",2008-08-24,2863.14,824.5,847.88,933.94,717.134,225.939,235.124,220.498
"elevated-wet",2008-08-25,2900.1,830.79,854.35,939.86,724.01,227.664,236.919,222.381
"elevated-wet",2008-08-26,2934.97,837.08,860.82,945.79,731.33,229.388,238.714,224.263
"elevated-wet",2008-08-27,2959.06,843.38,867.29,951.71,734.813,231.113,240.509,226.146
"elevated-wet",2008-08-28,2978.81,849.67,873.76,957.63,738.591,232.838,242.304,228.029
"elevated-wet",2008-08-29,3013.53,855.96,880.24,963.55,745.604,234.563,244.098,229.912
"elevated-wet",2008-08-30,3039.01,862.26,886.71,969.47,749.279,236.287,245.893,231.795
"elevated-wet",2008-08-31,3055.95,868.55,893.18,975.39,750.463,238.012,247.688,233.679
"elevated-wet",2008-09-01,3095.14,874.85,899.65,981.32,759.939,239.737,249.483,235.562
"elevated-wet",2008-09-02,3133.75,881.14,906.13,987.24,769.839,241.462,251.278,237.446
"elevated-wet",2008-09-03,3154.13,887.43,912.6,993.16,772.739,243.186,253.073,239.329
"elevated-wet",2008-09-04,3176.55,893.73,919.07,999.08,774.982,244.911,254.868,241.213
"elevated-wet",2008-09-05,3182.87,900.02,925.54,1005.01,772.776,246.636,256.662,243.097
"elevated-wet",2008-09-06,3196.96,906.32,932.02,1010.93,771.631,248.36,258.457,244.981
"elevated-wet",2008-09-07,3235.12,912.61,938.49,1016.85,779.369,250.085,260.252,246.865
"elevated-wet",2008-09-08,3273.95,918.9,944.96,1022.78,786.633,251.81,262.047,248.749
"elevated-wet",2008-09-09,3315.84,925.2,951.43,1028.7,794.591,253.535,263.842,250.633
"elevated-wet",2008-09-10,3359,931.49,957.9,1034.62,803.45,255.259,265.637,252.517
"elevated-wet",2008-09-11,3398.83,937.78,964.38,1040.55,811.617,256.984,267.431,254.401
"elevated-wet",2008-09-12,3439.67,944.08,970.85,1046.47,822.645,258.709,269.226,256.286
"elevated-wet",2008-09-13,3471.2,950.37,977.32,1052.4,831.879,260.434,271.021,258.17
"elevated-wet",2008-09-14,3494.17,956.67,983.79,1058.32,836.827,262.158,272.816,260.054
"elevated-wet",2008-09-15,3537.05,962.96,990.27,1064.24,848.015,263.883,274.611,261.939
"elevated-wet",2008-09-16,3578.54,969.25,996.74,1070.17,858.103,265.608,276.406,263.823
"elevated-wet",2008-09-17,3605.68,975.55,1003.21,1076.09,861.889,267.332,278.2,265.708
"elevated-wet",2008-09-18,3649.94,994.3,1029.04,1101.83,870.193,270.856,283.585,270.931
"elevated-wet",2008-09-19,3695.41,1013.05,1054.86,1127.56,880.609,274.381,288.979,276.199
"elevated-wet",2008-09-20,3736.08,1031.81,1080.69,1153.3,892.393,277.905,294.384,281.509
"elevated-wet",2008-09-21,3782.93,1050.56,1106.52,1179.05,903.984,281.43,299.798,286.858
"elevated-wet",2008-09-22,3816.51,1069.31,1132.35,1204.79,913.549,284.955,305.22,292.245
"elevated-wet",2008-09-23,3833.92,1088.07,1158.17,1230.54,918.539,288.481,310.651,297.669
"elevated-wet",2008-09-24,3884.9,1106.82,1184,1256.3,928.024,292.007,316.09,303.126
"elevated-wet",2008-09-25,3936.6,1125.57,1209.83,1282.05,937.989,295.533,321.537,308.615
"elevated-wet",2008-09-26,3985.21,1144.32,1235.65,1307.81,946.074,299.059,326.991,314.135
"elevated-wet",2008-09-27,4028.76,1163.08,1261.48,1332.94,954.248,302.586,332.451,319.551
"elevated-wet",2008-09-28,4063.01,1181.83,1287.31,1358.06,961.709,306.112,337.918,324.989
"elevated-wet",2008-09-29,4106.4,1200.58,1313.13,1383.2,967.038,309.639,343.391,330.448
"elevated-wet",2008-09-30,4164.21,1219.34,1338.96,1408.33,977.653,313.167,348.87,335.927
"elevated-wet",2008-10-01,4211.41,1238.09,1364.79,1433.47,987.416,316.694,354.355,341.425
"elevated-wet",2008-10-02,4251.62,1256.84,1390.62,1467.35,996.462,320.222,359.845,347.427
"elevated-wet",2008-10-03,4285.52,1275.59,1416.44,1501.26,1005.118,323.75,365.34,353.429
"elevated-wet",2008-10-04,4303.13,1294.35,1442.27,1535.21,1007.393,327.278,370.84,359.431
"elevated-wet",2008-10-05,4326.73,1313.1,1468.1,1569.2,1009.448,330.806,376.344,365.434
"elevated-wet",2008-10-06,4371.46,1331.85,1493.92,1603.23,1018.159,334.335,381.853,371.437
"elevated-wet",2008-10-07,4439.35,1350.61,1519.75,1637.29,1026.395,337.864,387.367,377.44
"elevated-wet",2008-10-08,4491.76,1369.36,1545.58,1671.38,1035.161,341.392,392.884,383.442
"elevated-wet",2008-10-09,4545.33,1388.11,1571.4,1705.52,1043.302,344.922,398.406,389.445
"elevated-wet",2008-10-10,4598.53,1406.86,1597.23,1739.69,1054.587,348.451,403.931,395.447
"elevated-wet",2008-10-11,4640.99,1425.62,1623.06,1773.05,1064.481,351.98,409.459,401.276
"elevated-wet",2008-10-12,4700.1,1444.37,1648.88,1806.45,1077.441,355.51,414.992,407.103
"elevated-wet",2008-10-13,4757.98,1463.12,1674.71,1839.89,1090.726,359.039,420.527,412.926
"elevated-wet",2008-10-14,4777.21,1481.88,1700.54,1873.36,1095.152,362.569,426.066,418.746
"elevated-wet",2008-10-15,4806.41,1500.63,1726.37,1906.31,1100.319,366.099,431.608,426.539
"elevated-wet",2008-10-16,4878.22,1519.38,1752.19,1939.29,1112.209,369.629,437.152,434.341
"elevated-wet",2008-10-17,4940.93,1538.13,1778.02,1972.29,1124.424,373.159,442.7,442.152
"elevated-wet",2008-10-18,5000.52,1556.89,1803.85,2005.33,1136.641,376.69,448.25,449.974
"elevated-wet",2008-10-19,5055.12,1575.64,1829.67,2038.39,1147.344,380.22,453.803,457.804
"elevated-wet",2008-10-20,5116.31,1594.39,1855.5,2071.49,1158.824,383.751,459.359,465.644
"elevated-wet",2008-10-21,5158.02,1613.15,1881.33,2104.61,1164.595,387.282,464.917,473.494
"elevated-wet",2008-10-22,5212.31,1631.9,1907.15,2137.77,1173.095,390.812,470.477,481.353
"elevated-wet",2008-10-23,5270.33,1650.65,1932.98,2170.95,1179.536,394.343,476.04,489.221
"elevated-wet",2008-10-24,5339.76,1669.4,1958.81,2204.17,1189.043,397.874,481.605,497.099
"elevated-wet",2008-10-25,5409.52,1688.16,1984.63,2235.66,1201.465,401.406,487.172,504.904
"elevated-wet",2008-10-26,5470.55,1706.91,2010.46,2267.17,1212.685,404.937,492.741,512.719
"elevated-wet",2008-10-27,5525.87,1725.66,2036.29,2298.72,1225.758,408.468,498.312,520.544
"elevated-wet",2008-10-28,5589.51,1744.42,2062.12,2330.3,1235.635,412,503.885,528.378
"elevated-wet",2008-10-29,5603.64,1763.17,2088.35,2363.13,1236.382,415.531,508.259,536.66
"elevated-wet",2008-10-30,5651.65,1781.92,2114.59,2396.01,1246.36,419.063,512.638,544.96
"elevated-wet",2008-10-31,5706.91,1800.68,2140.82,2428.93,1260.524,422.595,517.023,553.279
"elevated-wet",2008-11-01,5736.17,1819.43,2167.06,2461.89,1265.953,426.127,521.414,561.618
"elevated-wet",2008-11-02,5781.27,1838.18,2193.29,2494.89,1273.946,429.659,525.81,569.976
"elevated-wet",2008-11-03,5857.27,1856.93,2219.53,2527.92,1289.215,433.191,530.211,578.352
"elevated-wet",2008-11-04,5902.78,1875.69,2245.76,2561,1296.962,436.723,534.618,586.748
"elevated-wet",2008-11-05,5974.7,1894.44,2272,2594.12,1307.037,440.255,539.029,595.162
"elevated-wet",2008-11-06,6058.05,1913.19,2298.24,2627.27,1322.716,443.787,543.446,603.595
"elevated-wet",2008-11-07,6133.2,1931.95,2324.47,2660.47,1335.006,447.32,547.867,612.048
"elevated-wet",2008-11-08,6152.58,1950.7,2350.71,2688.49,1340.543,450.852,552.293,620.496
"elevated-wet",2008-11-09,6248.82,1969.45,2376.94,2716.56,1357.361,454.385,556.723,628.961
"elevated-wet",2008-11-10,6339.25,1988.2,2403.18,2744.66,1375.089,457.917,561.158,637.443
"elevated-wet",2008-11-11,6429.43,2006.96,2429.41,2772.8,1392.764,461.45,565.597,645.942
"elevated-wet",2008-11-12,6508.83,2025.71,2455.65,2805.85,1410.42,464.982,570.04,652.028
"elevated-wet",2008-11-13,6596.75,2044.46,2481.88,2838.97,1428.35,468.515,574.488,658.116
"elevated-wet",2008-11-14,6655.49,2063.22,2508.12,2872.16,1442.085,472.048,578.939,664.204
"elevated-wet",2008-11-15,6687.95,2081.97,2534.36,2905.43,1449.436,475.581,583.395,670.294
"elevated-wet",2008-11-16,6761.63,2100.72,2560.59,2938.78,1462.272,479.114,587.854,676.385
"elevated-wet",2008-11-17,6823.98,2119.47,2586.83,2972.2,1472.883,482.647,592.317,682.478
"elevated-wet",2008-11-18,6895.5,2138.23,2613.06,3005.69,1484.416,486.18,596.784,688.571
"elevated-wet",2008-11-19,6950.59,2156.98,2639.3,3039.26,1495.689,489.713,601.254,694.666
"elevated-wet",2008-11-20,7021.94,2175.73,2662.58,3069.95,1509.957,493.246,608.05,702.987
"elevated-wet",2008-11-21,7107.34,2194.49,2685.85,3102.53,1524.363,496.78,614.851,711.379
"elevated-wet",2008-11-22,7196.92,2213.24,2709.13,3135.18,1537.325,500.313,621.657,719.777
"elevated-wet",2008-11-23,7249.91,2231.99,2732.41,3167.91,1545.385,503.846,628.469,728.182
"elevated-wet",2008-11-24,7350.91,2250.74,2755.69,3200.71,1562.087,507.38,635.287,736.593
"elevated-wet",2008-11-25,7427.48,2269.5,2778.97,3233.59,1574.428,510.913,642.109,745.01
"elevated-wet",2008-11-26,7468.33,2288.25,2802.25,3266.54,1582.156,514.447,648.936,753.432
"elevated-wet",2008-11-27,7548.91,2307,2825.53,3299.56,1596.176,517.98,655.768,761.859
"elevated-wet",2008-11-28,7578.82,2325.76,2848.8,3332.66,1602.873,521.514,662.604,770.291
"elevated-wet",2008-11-29,7657.18,2344.51,2872.08,3365.83,1621.127,525.048,669.445,778.727
"elevated-wet",2008-11-30,7761.22,2363.26,2895.36,3399.07,1642.003,528.582,676.29,787.168
"elevated-wet",2008-12-01,7851.67,2382.01,2918.64,3432.38,1662.398,532.115,683.14,795.612
"elevated-wet",2008-12-02,7947.25,2400.77,2941.92,3465.77,1685.139,535.649,689.993,804.06
"elevated-wet",2008-12-03,8035.89,2419.52,2965.2,3499.23,1708.586,539.183,696.85,812.511
"elevated-wet",2008-12-04,8112.52,2438.27,2988.48,3532.76,1725.662,542.717,703.711,820.966
"elevated-wet",2008-12-05,8187.01,2457.03,3011.76,3564.33,1744.154,546.251,710.576,828.775
"elevated-wet",2008-12-06,8267.52,2475.78,3035.03,3595.97,1763.328,549.785,717.445,836.586
"elevated-wet",2008-12-07,8333.97,2494.53,3058.31,3627.68,1779.533,553.319,724.317,844.399
"elevated-wet",2008-12-08,8425.53,2513.29,3081.59,3659.46,1794.22,556.853,731.192,852.212
"elevated-wet",2008-12-09,8517.08,2532.04,3104.87,3691.32,1812.887,560.387,738.071,860.027
"elevated-wet",2008-12-10,8592.98,2557.01,3134.36,3722.07,1828.513,562.922,743.977,868.093
"elevated-wet",2008-12-11,8629.62,2581.98,3163.86,3752.84,1834.498,565.458,749.885,876.168
"elevated-wet",2008-12-12,8642.96,2606.95,3197.03,3787.32,1837.45,567.995,753.185,881.729
"elevated-wet",2008-12-13,8732.28,2631.92,3230.2,3821.81,1862.317,570.532,756.487,887.3
"elevated-wet",2008-12-14,8841.43,2656.89,3263.36,3856.33,1883.927,573.071,759.793,892.881
"elevated-wet",2008-12-15,8952.12,2681.86,3296.53,3890.88,1905.451,575.611,763.101,898.473
"elevated-wet",2008-12-16,9052.67,2706.83,3329.7,3925.45,1923.86,578.152,766.411,904.074
"elevated-wet",2008-12-17,9144.7,2731.8,3362.87,3960.04,1941.862,580.693,769.724,909.687
"elevated-wet",2008-12-18,9230.02,2756.76,3396.03,3994.66,1960.208,583.236,773.04,915.309
"elevated-wet",2008-12-19,9329.11,2781.73,3429.2,4033.87,1976.06,585.78,776.358,921.315
"elevated-wet",2008-12-20,9431.81,2806.7,3462.37,4073.1,1992.272,588.324,779.679,927.339
"elevated-wet",2008-12-21,9537.79,2831.67,3495.54,4112.35,2012.002,590.869,783.002,933.379
"elevated-wet",2008-12-22,9642.11,2856.64,3528.7,4151.63,2031.902,593.415,786.328,939.436
"elevated-wet",2008-12-23,9704.28,2881.61,3561.87,4190.93,2043.948,595.962,789.656,945.511
"elevated-wet",2008-12-24,9719.55,2906.58,3595.04,4238.33,2048.498,598.51,792.986,949.877
"elevated-wet",2008-12-25,9807.45,2931.55,3628.21,4285.81,2067.324,601.059,796.319,954.234
"elevated-wet",2008-12-26,9900.67,2956.52,3661.37,4333.36,2087.7,603.608,799.654,958.583
"elevated-wet",2008-12-27,9983.4,2981.49,3694.54,4380.98,2102.934,606.159,802.991,962.924
"elevated-wet",2008-12-28,10083.34,3006.46,3727.71,4428.68,2125.336,608.71,806.331,967.256
"elevated-wet",2008-12-29,10168.76,3031.43,3760.88,4476.45,2143.266,611.262,809.672,971.579
