chamber,stemnumber,branchnumber,leafnumber,leafangle,leaflength,leafwidth,height,distfromstem,comment
ch12,1,43,,75,155,48,122,57
ch12,1,43,,60,75,26,138,50
ch12,1,43,3,85,107,31,138,35
ch12,1,43,,15,86,33,140,20
ch12,1,43,,80,57,24,138,16
ch12,1,43,4,80,145,38,118,25
ch12,1,58,5,70,133,33,240,35
ch12,1,58,,80,59,14,238,42
ch12,1,58,,80,65,18,230,50
ch12,1,58,6,70,95,36,250,50
ch12,1,58,,70,69,24,254,42
ch12,1,58,,70,69,18,260,60
ch12,1,58,7,80,57,15,258,60
ch12,1,58,,85,86,24,256,60
ch12,1,66,8,80,78,23,308,27
ch12,1,66,,60,57,17,314,30
ch12,1,65,,75,77,26,280,20
ch12,1,65,,80,94,29,283,26
ch12,1,65,9,80,93,28,280,30
