"treatment","Date","CO2cum","TBCA","leafC","LAestlin","CO2_treatment","Water_treatment"
"ambient-dry",2009-02-11,17493.47,10084.64,481.83,34.3385106568135,"ambient","dry"
"ambient-dry",2009-02-12,17563.81,10115.23,481.75,34.3462021182776,"ambient","dry"
"ambient-dry",2009-02-13,17621.54,10133.2,481.68,34.3539680832645,"ambient","dry"
"ambient-dry",2009-02-14,17656.53,10128.43,481.620000000001,34.3618084340666,"ambient","dry"
"ambient-dry",2009-02-15,17738.18,10170.31,481.559999999999,34.3697230535415,"ambient","dry"
"ambient-dry",2009-02-16,17816.55,10208.91,481.5,34.3777118251084,"ambient","dry"
"ambient-dry",2009-02-17,17859.08,10211.67,481.45,34.3857746327436,"ambient","dry"
"ambient-dry",2009-02-18,17962.33,10267.97,488.57,34.5023647215102,"ambient","dry"
"ambient-dry",2009-02-19,18073.92,10332.6,495.7,34.619067854907,"ambient","dry"
"ambient-dry",2009-02-20,18173.67,10385.39,502.83,34.7358838441795,"ambient","dry"
"ambient-dry",2009-02-21,18217.2,10381.95,509.98,34.8528125014999,"ambient","dry"
"ambient-dry",2009-02-22,18312.53,10430.31,517.12,34.9698536399587,"ambient","dry"
"ambient-dry",2009-02-23,18419.84,10490.63,524.28,35.0870070735568,"ambient","dry"
"ambient-dry",2009-02-24,18529.42,10553.22,531.45,35.2042726171975,"ambient","dry"
"ambient-dry",2009-02-25,18623.74,10600.54,538.62,35.3216500866787,"ambient","dry"
"ambient-dry",2009-02-26,18720.65,10648.02,548.22,35.4756916603938,"ambient","dry"
"ambient-dry",2009-02-27,18847.89,10725.81,557.84,35.6298447941983,"ambient","dry"
"ambient-dry",2009-02-28,18950.85,10779.32,567.469999999999,35.784109306528,"ambient","dry"
"ambient-dry",2009-03-01,19053.14,10832.15,577.099999999999,35.938485016683,"ambient","dry"
"ambient-dry",2009-03-02,19159.52,10889.07,586.73,36.0929717448203,"ambient","dry"
"ambient-dry",2009-03-03,19256.68,10936.76,596.38,36.2475693119467,"ambient","dry"
"ambient-dry",2009-03-04,19281.13,10911.73,606.03,36.4022775399117,"ambient","dry"
"ambient-dry",2009-03-05,19394.75,10975.86,615.69,36.5570962514,"ambient","dry"
"ambient-dry",2009-03-06,19394.24,10925.86,625.349999999999,36.712025269925,"ambient","dry"
"ambient-dry",2009-03-07,NA,NA,635.029999999999,36.8670644198218,"ambient","dry"
"ambient-dry",2009-03-08,NA,NA,644.709999999999,37.0222135262403,"ambient","dry"
"ambient-dry",2009-03-09,NA,NA,654.389999999999,37.1774724151384,"ambient","dry"
"ambient-dry",2009-03-10,NA,NA,664.09,37.3328409132756,"ambient","dry"
"ambient-dry",2009-03-11,NA,NA,673.790000000001,37.4883188482064,"ambient","dry"
"ambient-dry",2009-03-12,NA,NA,683.49,37.6439060482733,"ambient","dry"
"ambient-dry",2009-03-13,NA,NA,693.22,37.7996023426015,"ambient","dry"
"ambient-dry",2009-03-14,NA,NA,702.929999999999,37.9554075610914,"ambient","dry"
"ambient-dry",2009-03-15,NA,NA,712.66,38.1113215344131,"ambient","dry"
"ambient-dry",2009-03-16,NA,NA,722.390000000001,38.267344094,"ambient","dry"
"ambient-wet",2008-04-15,58.19,58.19,0,22.7340626972374,"ambient","wet"
"ambient-wet",2008-04-16,90.92,75.31,2.51,22.782754223197,"ambient","wet"
"ambient-wet",2008-04-17,116.13,84.9,5.03,22.831625561787,"ambient","wet"
"ambient-wet",2008-04-18,122.14,74.83,8.02,22.888377624314,"ambient","wet"
"ambient-wet",2008-04-19,171.16,107.76,11.01,22.9453091547145,"ambient","wet"
"ambient-wet",2008-04-20,210.68,131.19,14,23.0024199817607,"ambient","wet"
"ambient-wet",2008-04-21,238.47,142.87,17.01,23.0597099349838,"ambient","wet"
"ambient-wet",2008-04-22,259.4,147.68,20.04,23.1171788446674,"ambient","wet"
"ambient-wet",2008-04-23,290.15,160.95,24.42,23.1977146247371,"ambient","wet"
"ambient-wet",2008-04-24,324.32,177.62,28.82,23.278440577703,"ambient","wet"
"ambient-wet",2008-04-25,357.26,193.06,33.22,23.3593565123658,"ambient","wet"
"ambient-wet",2008-04-26,429.02,247.3,37.64,23.4404622383877,"ambient","wet"
"ambient-wet",2008-04-27,491.29,292.05,42.07,23.5217575662864,"ambient","wet"
"ambient-wet",2008-04-28,548.54,331.76,46.51,23.6032423074276,"ambient","wet"
"ambient-wet",2008-04-29,611.18,376.86,50.95,23.6849162740184,"ambient","wet"
"ambient-wet",2008-04-30,666.42,420.41,49.54,23.6570339421514,"ambient","wet"
"ambient-wet",2008-05-01,691.79,434.08,48.14,23.6293813265568,"ambient","wet"
"ambient-wet",2008-05-02,748.42,478.89,46.87,23.6039784039988,"ambient","wet"
"ambient-wet",2008-05-03,807.98,526.61,45.61,23.5788054805369,"ambient","wet"
"ambient-wet",2008-05-04,861.64,568.42,44.36,23.5538626988399,"ambient","wet"
"ambient-wet",2008-05-05,903.57,598.49,43.12,23.5291502024231,"ambient","wet"
"ambient-wet",2008-05-06,924.3,607.34,41.91,23.5046681356547,"ambient","wet"
"ambient-wet",2008-05-07,975.04,641.36,45.53,23.5702805847863,"ambient","wet"
"ambient-wet",2008-05-08,1025.74,675.34,49.15,23.6359999855104,"ambient","wet"
"ambient-wet",2008-05-09,1074.11,706.98,52.78,23.7018262700959,"ambient","wet"
"ambient-wet",2008-05-10,1118.22,734.35,56.42,23.7677593710166,"ambient","wet"
"ambient-wet",2008-05-11,1136.17,735.56,60.07,23.8337992209503,"ambient","wet"
"ambient-wet",2008-05-12,1184.66,767.3,63.72,23.8999457527779,"ambient","wet"
"ambient-wet",2008-05-13,1233.63,799.52,67.37,23.9661988995815,"ambient","wet"
"ambient-wet",2008-05-14,1289.46,838.59,71.03,24.0325585946443,"ambient","wet"
"ambient-wet",2008-05-15,1343.23,875.59,74.71,24.099024771449,"ambient","wet"
"ambient-wet",2008-05-16,1390.5,906.01,78.46,24.1671505546282,"ambient","wet"
"ambient-wet",2008-05-17,1438.69,937.34,82.22,24.235382687109,"ambient","wet"
"ambient-wet",2008-05-18,1493.58,975.36,85.99,24.3037211029665,"ambient","wet"
"ambient-wet",2008-05-19,1544.2,1009.11,89.76,24.3721657364711,"ambient","wet"
"ambient-wet",2008-05-20,1591.66,1039.69,93.55,24.4407165220875,"ambient","wet"
"ambient-wet",2008-05-21,1628,1061.02,95.46,24.4746345430971,"ambient","wet"
"ambient-wet",2008-05-22,1667.06,1085.06,97.38,24.5086981416906,"ambient","wet"
"ambient-wet",2008-05-23,1714.05,1117.03,99.3,24.5429071916765,"ambient","wet"
"ambient-wet",2008-05-24,1759.34,1147.28,101.25,24.5772615675119,"ambient","wet"
"ambient-wet",2008-05-25,1800.6,1173.5,103.19,24.6117611442971,"ambient","wet"
"ambient-wet",2008-05-26,1841.87,1199.72,105.14,24.6464057977705,"ambient","wet"
"ambient-wet",2008-05-27,1883.62,1226.41,107.1,24.6811954043033,"ambient","wet"
"ambient-wet",2008-05-28,1915.66,1243.38,109.07,24.7161298408942,"ambient","wet"
"ambient-wet",2008-05-29,1953.21,1265.86,111.05,24.7512089851647,"ambient","wet"
"ambient-wet",2008-05-30,1998.54,1296.62,112.52,24.7770374770738,"ambient","wet"
"ambient-wet",2008-05-31,2038.77,1322.27,114,24.8030104337532,"ambient","wet"
"ambient-wet",2008-06-01,2046.69,1315.6,115.49,24.8291277346622,"ambient","wet"
"ambient-wet",2008-06-02,2060.45,1314.76,116.99,24.8553892598632,"ambient","wet"
"ambient-wet",2008-06-03,2056.12,1297.07,117.26,24.8612435807662,"ambient","wet"
"ambient-wet",2008-06-04,2052.88,1280.46,117.53,24.8671351566027,"ambient","wet"
"ambient-wet",2008-06-05,2067.5,1281.71,117.8,24.8730639614723,"ambient","wet"
"ambient-wet",2008-06-06,2109.89,1310.73,118.07,24.879029969546,"ambient","wet"
"ambient-wet",2008-06-07,2163.96,1351.43,118.35,24.8850331550661,"ambient","wet"
"ambient-wet",2008-06-08,2178.57,1352.66,118.63,24.8910734923457,"ambient","wet"
"ambient-wet",2008-06-09,2197.49,1358.21,118.9,24.8971509557689,"ambient","wet"
"ambient-wet",2008-06-10,2231.77,1379.11,119.18,24.9032655197895,"ambient","wet"
"ambient-wet",2008-06-11,2247.4,1381.36,119.46,24.9094171589315,"ambient","wet"
"ambient-wet",2008-06-12,2296.46,1417.04,119.75,24.9156058477885,"ambient","wet"
"ambient-wet",2008-06-13,2355.84,1463.19,119.88,24.9190434314409,"ambient","wet"
"ambient-wet",2008-06-14,2416.39,1510.51,120.01,24.9225180142028,"ambient","wet"
"ambient-wet",2008-06-15,2440.12,1521.01,120.14,24.9260295708744,"ambient","wet"
"ambient-wet",2008-06-16,2468.6,1536.26,120.28,24.9295780763244,"ambient","wet"
"ambient-wet",2008-06-17,2502.79,1554.58,123.05,24.978649931438,"ambient","wet"
"ambient-wet",2008-06-18,2554.02,1589.95,125.81,25.0278503123763,"ambient","wet"
"ambient-wet",2008-06-19,2594.28,1614.33,128.59,25.0771791068889,"ambient","wet"
"ambient-wet",2008-06-20,2606.77,1610.94,131.37,25.1266362032057,"ambient","wet"
"ambient-wet",2008-06-21,2671.71,1659.99,134.17,25.1762214900326,"ambient","wet"
"ambient-wet",2008-06-22,2732.01,1704.39,136.97,25.2259348565489,"ambient","wet"
"ambient-wet",2008-06-23,2789.11,1745.59,139.77,25.2757761924028,"ambient","wet"
"ambient-wet",2008-06-24,2843.69,1784.26,142.58,25.3257453877083,"ambient","wet"
"ambient-wet",2008-06-25,2898.32,1822.97,145.41,25.3758423330419,"ambient","wet"
"ambient-wet",2008-06-26,2938.82,1847.54,148.24,25.426066919439,"ambient","wet"
"ambient-wet",2008-06-27,2985.46,1877.5,151.82,25.4900982197777,"ambient","wet"
"ambient-wet",2008-06-28,3027.74,1903.1,155.4,25.5542569446138,"ambient","wet"
"ambient-wet",2008-06-29,3068.07,1926.74,158.99,25.618542986339,"ambient","wet"
"ambient-wet",2008-06-30,3108.96,1950.93,162.6,25.6829562377908,"ambient","wet"
"ambient-wet",2008-07-01,3152.15,1977.41,166.21,25.7474965922489,"ambient","wet"
"ambient-wet",2008-07-02,3193.1,2004.94,166.53,25.7537599985974,"ambient","wet"
"ambient-wet",2008-07-03,3233.61,2032.03,166.85,25.760026971708,"ambient","wet"
"ambient-wet",2008-07-04,3254.28,2039.28,167.17,25.7662975110958,"ambient","wet"
"ambient-wet",2008-07-05,3281.75,2053.32,167.51,25.7725716162761,"ambient","wet"
"ambient-wet",2008-07-06,3313.64,2071.79,167.83,25.7788492867644,"ambient","wet"
"ambient-wet",2008-07-07,3350.55,2095.28,168.15,25.7851305220767,"ambient","wet"
"ambient-wet",2008-07-08,3392.84,2124.14,168.48,25.7914153217292,"ambient","wet"
"ambient-wet",2008-07-09,3432.32,2150.2,168.81,25.7977036852381,"ambient","wet"
"ambient-wet",2008-07-10,3466.65,2170.96,169.28,25.8066447625603,"ambient","wet"
"ambient-wet",2008-07-11,3516.95,2207.68,169.76,25.8155894027728,"ambient","wet"
"ambient-wet",2008-07-12,3550.08,2227.24,170.23,25.8245376053929,"ambient","wet"
"ambient-wet",2008-07-13,3570.87,2234.45,170.71,25.8334893699382,"ambient","wet"
"ambient-wet",2008-07-14,3599.94,2249.95,171.19,25.8424446959265,"ambient","wet"
"ambient-wet",2008-07-15,3645.6,2282.03,171.67,25.8514035828761,"ambient","wet"
"ambient-wet",2008-07-16,3692.37,2315.23,172.14,25.8603660303054,"ambient","wet"
"ambient-wet",2008-07-17,3740.2,2349.48,172.62,25.869332037733,"ambient","wet"
"ambient-wet",2008-07-18,3782.49,2378.2,173.1,25.878301604678,"ambient","wet"
"ambient-wet",2008-07-19,3828.89,2411.02,173.58,25.8872747306596,"ambient","wet"
"ambient-wet",2008-07-20,3857.86,2426.42,174.05,25.8962514151974,"ambient","wet"
"ambient-wet",2008-07-21,3907.92,2462.9,174.53,25.9052316578112,"ambient","wet"
"ambient-wet",2008-07-22,3952.04,2493.44,175.01,25.9142154580212,"ambient","wet"
"ambient-wet",2008-07-23,3992.23,2520.06,175.49,25.9232028153477,"ambient","wet"
"ambient-wet",2008-07-24,4008.45,2522.66,176.01,25.9328736556383,"ambient","wet"
"ambient-wet",2008-07-25,4040.24,2540.83,176.53,25.942548052087,"ambient","wet"
"ambient-wet",2008-07-26,4081.02,2568,177.04,25.9522260042152,"ambient","wet"
"ambient-wet",2008-07-27,4115.26,2588.62,177.57,25.9619075115443,"ambient","wet"
"ambient-wet",2008-07-28,4139.46,2599.2,178.09,25.9715925735961,"ambient","wet"
"ambient-wet",2008-07-29,4182.49,2628.62,178.6,25.9812811898928,"ambient","wet"
"ambient-wet",2008-07-30,4231.77,2663.35,180.05,26.0067121017314,"ambient","wet"
"ambient-wet",2008-07-31,4278.22,2695.25,181.5,26.0321628181293,"ambient","wet"
"ambient-wet",2008-08-01,4314.27,2716.75,182.96,26.0576333353607,"ambient","wet"
"ambient-wet",2008-08-02,4369.45,2757.38,184.41,26.0831236497044,"ambient","wet"
"ambient-wet",2008-08-03,4424.6,2797.98,185.86,26.1086337574435,"ambient","wet"
"ambient-wet",2008-08-04,4467.48,2826.31,187.31,26.1341636548662,"ambient","wet"
"ambient-wet",2008-08-05,4510.65,2854.92,188.77,26.1597133382645,"ambient","wet"
"ambient-wet",2008-08-06,4550.7,2880.42,190.23,26.1852828039354,"ambient","wet"
"ambient-wet",2008-08-07,4590.62,2905.83,191.64,26.210066560502,"ambient","wet"
"ambient-wet",2008-08-08,4637.96,2938.66,193.05,26.2348700919483,"ambient","wet"
"ambient-wet",2008-08-09,4694.46,2980.65,194.46,26.2596933945845,"ambient","wet"
"ambient-wet",2008-08-10,4739.74,3011.42,195.88,26.2845364647254,"ambient","wet"
"ambient-wet",2008-08-11,4797.26,3054.43,197.29,26.3093992986901,"ambient","wet"
"ambient-wet",2008-08-12,4853.57,3096.22,198.71,26.3342818928023,"ambient","wet"
"ambient-wet",2008-08-13,4910.44,3138.58,200.12,26.35918424339,"ambient","wet"
"ambient-wet",2008-08-14,4968.6,3182.22,201.54,26.3841063467856,"ambient","wet"
"ambient-wet",2008-08-15,5028.5,3227.61,202.96,26.4090481993261,"ambient","wet"
"ambient-wet",2008-08-16,5089.25,3273.84,204.38,26.4340097973527,"ambient","wet"
"ambient-wet",2008-08-17,5148.1,3318.17,205.8,26.4589911372111,"ambient","wet"
"ambient-wet",2008-08-18,5269.28,3424.83,207.22,26.4839922152513,"ambient","wet"
"ambient-wet",2008-08-19,5339.43,3480.46,208.65,26.5090130278277,"ambient","wet"
"ambient-wet",2008-08-20,5390.16,3516.67,210.07,26.5340535712992,"ambient","wet"
"ambient-wet",2008-08-21,5433.48,3547.43,209.53,26.5252103141709,"ambient","wet"
"ambient-wet",2008-08-22,5453.35,3554.74,208.99,26.5163720326353,"ambient","wet"
"ambient-wet",2008-08-23,5503.89,3592.72,208.45,26.5075387266798,"ambient","wet"
"ambient-wet",2008-08-24,5571.26,3647.53,207.92,26.4987103962923,"ambient","wet"
"ambient-wet",2008-08-25,5636.59,3700.31,207.37,26.4898870414608,"ambient","wet"
"ambient-wet",2008-08-26,5700.2,3751.36,206.83,26.4810686621734,"ambient","wet"
"ambient-wet",2008-08-27,5745.07,3783.67,206.29,26.4722552584182,"ambient","wet"
"ambient-wet",2008-08-28,5786.68,3812.72,205.76,26.4634468301838,"ambient","wet"
"ambient-wet",2008-08-29,5849.08,3862.56,205.22,26.4546433774585,"ambient","wet"
"ambient-wet",2008-08-30,5894.19,3895.11,204.68,26.445844900231,"ambient","wet"
"ambient-wet",2008-08-31,5920.86,3909.22,204.14,26.4370513984902,"ambient","wet"
"ambient-wet",2008-09-01,5992.46,3968.26,203.6,26.4282628722249,"ambient","wet"
"ambient-wet",2008-09-02,6063.61,4026.85,203.07,26.4194793214242,"ambient","wet"
"ambient-wet",2008-09-03,6104.9,4055.58,202.53,26.4107007460775,"ambient","wet"
"ambient-wet",2008-09-04,6142.68,4080.8,201.99,26.4019271461739,"ambient","wet"
"ambient-wet",2008-09-05,6146.56,4072.12,201.45,26.393158521703,"ambient","wet"
"ambient-wet",2008-09-06,6166.22,4079.21,200.92,26.3843948726545,"ambient","wet"
"ambient-wet",2008-09-07,6233.56,4133.99,200.39,26.375636199018,"ambient","wet"
"ambient-wet",2008-09-08,6303.39,4191.26,199.85,26.3668825007837,"ambient","wet"
"ambient-wet",2008-09-09,6377.75,4253.06,199.31,26.3581337779413,"ambient","wet"
"ambient-wet",2008-09-10,6453.77,4316.51,198.78,26.3493900304814,"ambient","wet"
"ambient-wet",2008-09-11,6525.1,4375.28,198.25,26.340651258394,"ambient","wet"
"ambient-wet",2008-09-12,6592.94,4430.56,197.71,26.3319174616697,"ambient","wet"
"ambient-wet",2008-09-13,6643.45,4468.5,197.18,26.3231886402991,"ambient","wet"
"ambient-wet",2008-09-14,6685.04,4497.53,196.64,26.314464794273,"ambient","wet"
"ambient-wet",2008-09-15,6751.16,4551.08,196.11,26.3057459235823,"ambient","wet"
"ambient-wet",2008-09-16,6823.29,4610.65,195.58,26.297032028218,"ambient","wet"
"ambient-wet",2008-09-17,6871.79,4646.58,195.05,26.2883231081713,"ambient","wet"
"ambient-wet",2008-09-18,6946.28,4674.99,193.98,26.2705806470338,"ambient","wet"
"ambient-wet",2008-09-19,7017.25,4699.88,192.91,26.2528524991292,"ambient","wet"
"ambient-wet",2008-09-20,7077.83,4714.38,191.84,26.2351386655244,"ambient","wet"
"ambient-wet",2008-09-21,7152.98,4743.44,190.78,26.2174391472878,"ambient","wet"
"ambient-wet",2008-09-22,7211.66,4756.04,189.71,26.1997539454886,"ambient","wet"
"ambient-wet",2008-09-23,7241.16,4739.45,188.65,26.1820830611973,"ambient","wet"
"ambient-wet",2008-09-24,7327.21,4779.41,187.59,26.1644264954853,"ambient","wet"
"ambient-wet",2008-09-25,7412.77,4818.89,186.53,26.1467842494254,"ambient","wet"
"ambient-wet",2008-09-26,7485.22,4845.25,185.47,26.1291563240911,"ambient","wet"
"ambient-wet",2008-09-27,7547.69,4861.94,184.1,26.1059017652252,"ambient","wet"
"ambient-wet",2008-09-28,7592.27,4860.74,182.73,26.082661529236,"ambient","wet"
"ambient-wet",2008-09-29,7657.58,4880.27,181.36,26.0594356172003,"ambient","wet"
"ambient-wet",2008-09-30,7742.6,4919.51,179.99,26.0362240301965,"ambient","wet"
"ambient-wet",2008-10-01,7813.49,4944.62,178.62,26.013026769304,"ambient","wet"
"ambient-wet",2008-10-02,7869,4947.66,183.94,26.1077779317994,"ambient","wet"
"ambient-wet",2008-10-03,7920.89,4947.07,189.27,26.2028611272648,"ambient","wet"
"ambient-wet",2008-10-04,7945.44,4919.12,194.62,26.2982759945518,"ambient","wet"
"ambient-wet",2008-10-05,7978.61,4899.77,199.99,26.3940221746333,"ambient","wet"
"ambient-wet",2008-10-06,8040.74,4909.36,205.38,26.4900993105806,"ambient","wet"
"ambient-wet",2008-10-07,8139.82,4955.89,210.78,26.5865070475416,"ambient","wet"
"ambient-wet",2008-10-08,8225.08,4988.57,216.22,26.6832450327195,"ambient","wet"
"ambient-wet",2008-10-09,8311.63,5022.53,221.66,26.7803129153504,"ambient","wet"
"ambient-wet",2008-10-10,8392,5050.29,227.12,26.8777103466833,"ambient","wet"
"ambient-wet",2008-10-11,8456.41,5062.49,232.18,26.9679366731481,"ambient","wet"
"ambient-wet",2008-10-12,8540.31,5094.17,237.25,27.0584918567672,"ambient","wet"
"ambient-wet",2008-10-13,8625.32,5126.94,242.34,27.1493755547034,"ambient","wet"
"ambient-wet",2008-10-14,8655.07,5104.43,247.45,27.2405874260508,"ambient","wet"
"ambient-wet",2008-10-15,8693.77,5083.9,259.53,27.4498474051135,"ambient","wet"
"ambient-wet",2008-10-16,8798.87,5129.71,271.67,27.6602222305151,"ambient","wet"
"ambient-wet",2008-10-17,8887.94,5159.42,283.88,27.8717110908015,"ambient","wet"
"ambient-wet",2008-10-18,8972.98,5185.03,296.16,28.084313180284,"ambient","wet"
"ambient-wet",2008-10-19,9053.67,5206.23,308.5,28.2980276989597,"ambient","wet"
"ambient-wet",2008-10-20,9141.5,5234.5,320.92,28.5128538524335,"ambient","wet"
"ambient-wet",2008-10-21,9205.03,5238.41,333.39,28.7287908518422,"ambient","wet"
"ambient-wet",2008-10-22,9293.03,5266.72,345.93,28.94583791378,"ambient","wet"
"ambient-wet",2008-10-23,9378.04,5291.98,358.53,29.163994260225,"ambient","wet"
"ambient-wet",2008-10-24,9477.32,5331.44,371.2,29.383259118468,"ambient","wet"
"ambient-wet",2008-10-25,9575.83,5372.2,381.8,29.5659012265282,"ambient","wet"
"ambient-wet",2008-10-26,9668.19,5406.74,392.47,29.7496503166264,"ambient","wet"
"ambient-wet",2008-10-27,9741.58,5422.24,403.21,29.9345056315755,"ambient","wet"
"ambient-wet",2008-10-28,9828.32,5451.03,414.01,30.1204664192287,"ambient","wet"
"ambient-wet",2008-10-29,9849.51,5413.44,418.92,30.2062142657233,"ambient","wet"
"ambient-wet",2008-10-30,9914.41,5419.52,423.86,30.2923663889929,"ambient","wet"
"ambient-wet",2008-10-31,9988.32,5434.6,428.820000000001,30.3789224521061,"ambient","wet"
"ambient-wet",2008-11-01,10031.84,5419.26,433.8,30.4658821199044,"ambient","wet"
"ambient-wet",2008-11-02,10102.15,5430.69,438.81,30.553245058986,"ambient","wet"
"ambient-wet",2008-11-03,10206.33,5475.97,443.83,30.6410109376896,"ambient","wet"
"ambient-wet",2008-11-04,10268.27,5478.98,448.89,30.7291794260774,"ambient","wet"
"ambient-wet",2008-11-05,10373.47,5525.23,453.96,30.8177501959198,"ambient","wet"
"ambient-wet",2008-11-06,10484.77,5577.56,459.06,30.9067229206792,"ambient","wet"
"ambient-wet",2008-11-07,10596.73,5630.52,464.18,30.9960972754949,"ambient","wet"
"ambient-wet",2008-11-08,10627.76,5609.51,462.35,30.959665159924,"ambient","wet"
"ambient-wet",2008-11-09,10757.47,5687.15,460.54,30.9236340296557,"ambient","wet"
"ambient-wet",2008-11-10,10874.69,5752.28,458.76,30.8880035647676,"ambient","wet"
"ambient-wet",2008-11-11,10994,5819.48,456.990000000001,30.852773446953,"ambient","wet"
"ambient-wet",2008-11-12,11096.29,5859.66,465.23,31.0006499028143,"ambient","wet"
"ambient-wet",2008-11-13,11215.12,5916.3,473.54,31.1499367238362,"ambient","wet"
"ambient-wet",2008-11-14,11297.43,5936.34,481.940000000001,31.3006316733844,"ambient","wet"
"ambient-wet",2008-11-15,11348.31,5924.87,490.41,31.4527325334597,"ambient","wet"
"ambient-wet",2008-11-16,11454.44,5968.57,498.97,31.6062371044167,"ambient","wet"
"ambient-wet",2008-11-17,11545.66,5997.29,507.59,31.7611432046911,"ambient","wet"
"ambient-wet",2008-11-18,11652.76,6041.81,516.3,31.9174486705303,"ambient","wet"
"ambient-wet",2008-11-19,11734.48,6060.87,525.08,32.0751513557316,"ambient","wet"
"ambient-wet",2008-11-20,11818.16,6085.73,533.940000000001,32.2342491313852,"ambient","wet"
"ambient-wet",2008-11-21,11939.54,6144.05,547.03,32.4690698274803,"ambient","wet"
"ambient-wet",2008-11-22,12072,6213.38,560.19,32.7052814070868,"ambient","wet"
"ambient-wet",2008-11-23,12156.65,6234.82,573.43,32.9428817916865,"ambient","wet"
"ambient-wet",2008-11-24,12302.57,6317.45,586.75,33.18186891908,"ambient","wet"
"ambient-wet",2008-11-25,12421.32,6372.84,600.139999999999,33.4222407431556,"ambient","wet"
"ambient-wet",2008-11-26,12484.95,6373.03,613.62,33.6639952336629,"ambient","wet"
"ambient-wet",2008-11-27,12595.19,6419.76,627.16,33.907130375991,"ambient","wet"
"ambient-wet",2008-11-28,12641.35,6402.32,640.79,34.1516441709519,"ambient","wet"
"ambient-wet",2008-11-29,12757.95,6455.26,654.48,34.397534634567,"ambient","wet"
"ambient-wet",2008-11-30,12904.06,6537.62,668.259999999999,34.644799797859,"ambient","wet"
"ambient-wet",2008-12-01,13028.66,6598.4,682.110000000001,34.8934377066472,"ambient","wet"
"ambient-wet",2008-12-02,13163.52,6669.37,696.04,35.1434464213472,"ambient","wet"
"ambient-wet",2008-12-03,13281.61,6723.48,710.05,35.3948240167747,"ambient","wet"
"ambient-wet",2008-12-04,13392.1,6769.93,724.12,35.6475685819525,"ambient","wet"
"ambient-wet",2008-12-05,13496.51,6812.08,736.41,35.8694640375044,"ambient","wet"
"ambient-wet",2008-12-06,13616.34,6869.58,748.77,36.0927226827223,"ambient","wet"
"ambient-wet",2008-12-07,13715.34,6906.18,761.21,36.317342648132,"ambient","wet"
"ambient-wet",2008-12-08,13845.02,6973.38,773.72,36.5433220777327,"ambient","wet"
"ambient-wet",2008-12-09,13969.7,7035.5,786.309999999999,36.7706591288216,"ambient","wet"
"ambient-wet",2008-12-10,14074.48,7077.6,798.04,36.9762192240786,"ambient","wet"
"ambient-wet",2008-12-11,14134.97,7075.33,809.860000000001,37.1830329037332,"ambient","wet"
"ambient-wet",2008-12-12,14155.83,7031.9,821.75,37.391099219096,"ambient","wet"
"ambient-wet",2008-12-13,14275.16,7086.87,833.71,37.600417226534,"ambient","wet"
"ambient-wet",2008-12-14,14431.66,7178.94,845.73,37.8109859874213,"ambient","wet"
"ambient-wet",2008-12-15,14590.7,7273.48,857.83,38.0228045680895,"ambient","wet"
"ambient-wet",2008-12-16,14735.92,7354.13,870,38.2358720397811,"ambient","wet"
"ambient-wet",2008-12-17,14875.58,7429.14,882.25,38.4501874786014,"ambient","wet"
"ambient-wet",2008-12-18,14994.22,7483.06,894.57,38.6657499654718,"ambient","wet"
"ambient-wet",2008-12-19,15133.42,7553.93,910.5,38.9461612776843,"ambient","wet"
"ambient-wet",2008-12-20,15284.38,7636.48,926.509999999999,39.2278178140563,"ambient","wet"
"ambient-wet",2008-12-21,15441.01,7724.63,942.59,39.5107186696852,"ambient","wet"
"ambient-wet",2008-12-22,15587.3,7802.37,958.740000000001,39.7948629443049,"ambient","wet"
"ambient-wet",2008-12-23,15685.55,7832,974.96,40.0802497422424,"ambient","wet"
"ambient-wet",2008-12-24,15711.73,7786.18,994.56,40.4289409676406,"ambient","wet"
"ambient-wet",2008-12-25,15842.77,7845.13,1014.25,40.779213732171,"ambient","wet"
"ambient-wet",2008-12-26,15968.78,7898.97,1034.02,41.1310663808494,"ambient","wet"
"ambient-wet",2008-12-27,16099.51,7957.43,1053.88,41.4844972690191,"ambient","wet"
"ambient-wet",2008-12-28,16237.56,8023.12,1073.84,41.8395047622363,"ambient","wet"
"ambient-wet",2008-12-29,16375.13,8088.25,1093.88,42.1960872361564,"ambient","wet"
"ambient-wet",2008-12-30,16493.6,8134.19,1114.01,42.554243076423,"ambient","wet"
"ambient-wet",2008-12-31,16612.28,8180.24,1134.24,42.9139706785574,"ambient","wet"
"ambient-wet",2009-01-01,16750.08,8245.33,1154.55,43.2752684478514,"ambient","wet"
"ambient-wet",2009-01-02,16867.23,8289.68,1174.95,43.6381347992605,"ambient","wet"
"ambient-wet",2009-01-03,16970.92,8324.54,1191.38,43.9289505159314,"ambient","wet"
"ambient-wet",2009-01-04,17103.19,8387.89,1207.9,44.2213316732034,"ambient","wet"
"ambient-wet",2009-01-05,17189.72,8405.42,1224.5,44.5152767144023,"ambient","wet"
"ambient-wet",2009-01-06,17270.89,8433.07,1225.62,44.5363516959198,"ambient","wet"
"ambient-wet",2009-01-07,17385.57,8494.22,1226.75,44.5577594817475,"ambient","wet"
"ambient-wet",2009-01-08,17426.38,8481.48,1227.9,44.5794997993912,"ambient","wet"
"ambient-wet",2009-01-09,17529.9,8531.14,1229.07,44.6015723775162,"ambient","wet"
"ambient-wet",2009-01-10,17678.81,8626.18,1230.26,44.6239769459383,"ambient","wet"
